26,46.181133,13.779617,1072.0,2016/08/03,13:18:03
27,46.180917,13.779950,1071.0,2016/08/03,13:18:07
28,46.180650,13.780383,1070.0,2016/08/03,13:18:11
29,46.180283,13.780433,1070.0,2016/08/03,13:18:15
30,46.179833,13.780067,1070.0,2016/08/03,13:18:19
31,46.179517,13.779783,1070.0,2016/08/03,13:18:22
32,46.179400,13.779750,1071.0,2016/08/03,13:18:23
33,46.179183,13.780117,1072.0,2016/08/03,13:18:27
34,46.179600,13.780300,1074.0,2016/08/03,13:18:31
35,46.179600,13.779667,1076.0,2016/08/03,13:18:35
36,46.179183,13.779567,1079.0,2016/08/03,13:18:39
37,46.178983,13.779950,1083.0,2016/08/03,13:18:43
38,46.179367,13.780433,1087.0,2016/08/03,13:18:47
39,46.179917,13.780133,1094.0,2016/08/03,13:18:51
40,46.179983,13.779233,1100.0,2016/08/03,13:18:55
41,46.179617,13.778667,1108.0,2016/08/03,13:18:59
42,46.179250,13.778850,1114.0,2016/08/03,13:19:03
43,46.179267,13.779517,1120.0,2016/08/03,13:19:07
44,46.179400,13.780267,1125.0,2016/08/03,13:19:11
45,46.179783,13.780833,1130.0,2016/08/03,13:19:15
46,46.180367,13.780733,1136.0,2016/08/03,13:19:19
47,46.180717,13.779983,1142.0,2016/08/03,13:19:23
48,46.180550,13.779150,1148.0,2016/08/03,13:19:27
49,46.180167,13.778817,1155.0,2016/08/03,13:19:31
50,46.179800,13.778983,1161.0,2016/08/03,13:19:35
51,46.179433,13.779333,1167.0,2016/08/03,13:19:39
52,46.179117,13.779733,1174.0,2016/08/03,13:19:43
53,46.178767,13.779833,1180.0,2016/08/03,13:19:47
54,46.178667,13.779150,1185.0,2016/08/03,13:19:51
55,46.179117,13.778700,1190.0,2016/08/03,13:19:55
56,46.179667,13.778783,1195.0,2016/08/03,13:19:59
57,46.180200,13.779033,1202.0,2016/08/03,13:20:03
58,46.180683,13.778733,1209.0,2016/08/03,13:20:07
59,46.180417,13.778233,1215.0,2016/08/03,13:20:11
60,46.179983,13.778400,1221.0,2016/08/03,13:20:15
61,46.179967,13.779000,1228.0,2016/08/03,13:20:19
62,46.180333,13.779467,1236.0,2016/08/03,13:20:23
63,46.180900,13.779850,1243.0,2016/08/03,13:20:27
64,46.181450,13.779400,1251.0,2016/08/03,13:20:31
65,46.181417,13.778583,1260.0,2016/08/03,13:20:35
66,46.181000,13.778367,1269.0,2016/08/03,13:20:39
67,46.180933,13.778917,1278.0,2016/08/03,13:20:43
68,46.181383,13.779250,1288.0,2016/08/03,13:20:47
69,46.182017,13.778967,1298.0,2016/08/03,13:20:51
70,46.182250,13.778200,1309.0,2016/08/03,13:20:55
71,46.182033,13.777483,1320.0,2016/08/03,13:20:59
72,46.181567,13.777267,1331.0,2016/08/03,13:21:03
73,46.181350,13.777650,1342.0,2016/08/03,13:21:07
74,46.181667,13.778233,1353.0,2016/08/03,13:21:11
75,46.182183,13.778533,1363.0,2016/08/03,13:21:15
76,46.182750,13.778183,1372.0,2016/08/03,13:21:19
77,46.182733,13.777417,1382.0,2016/08/03,13:21:23
78,46.182350,13.777150,1393.0,2016/08/03,13:21:27
79,46.182033,13.777433,1405.0,2016/08/03,13:21:31
80,46.182033,13.777933,1416.0,2016/08/03,13:21:35
81,46.182283,13.778417,1428.0,2016/08/03,13:21:39
82,46.182650,13.778900,1438.0,2016/08/03,13:21:43
83,46.183117,13.779267,1448.0,2016/08/03,13:21:47
84,46.183567,13.779633,1458.0,2016/08/03,13:21:51
85,46.184000,13.780017,1467.0,2016/08/03,13:21:55
86,46.184417,13.780450,1476.0,2016/08/03,13:21:59
87,46.184750,13.780967,1483.0,2016/08/03,13:22:03
88,46.184933,13.781533,1490.0,2016/08/03,13:22:07
89,46.185250,13.781983,1494.0,2016/08/03,13:22:11
90,46.185733,13.782333,1497.0,2016/08/03,13:22:15
91,46.186200,13.782750,1499.0,2016/08/03,13:22:19
92,46.186600,13.783367,1500.0,2016/08/03,13:22:23
93,46.186767,13.784100,1500.0,2016/08/03,13:22:27
94,46.186750,13.784800,1499.0,2016/08/03,13:22:31
95,46.186633,13.785467,1498.0,2016/08/03,13:22:35
96,46.186583,13.786167,1496.0,2016/08/03,13:22:39
97,46.186950,13.786633,1493.0,2016/08/03,13:22:43
98,46.187467,13.786883,1490.0,2016/08/03,13:22:47
99,46.187850,13.787400,1486.0,2016/08/03,13:22:51
100,46.187917,13.788233,1482.0,2016/08/03,13:22:55
101,46.187750,13.788950,1478.0,2016/08/03,13:22:59
102,46.187350,13.789317,1474.0,2016/08/03,13:23:03
103,46.186967,13.789517,1470.0,2016/08/03,13:23:07
104,46.186600,13.789750,1466.0,2016/08/03,13:23:11
105,46.186200,13.789700,1461.0,2016/08/03,13:23:15
106,46.185900,13.789250,1456.0,2016/08/03,13:23:19
107,46.185917,13.788567,1452.0,2016/08/03,13:23:23
108,46.186383,13.788133,1447.0,2016/08/03,13:23:27
109,46.186900,13.788400,1442.0,2016/08/03,13:23:31
110,46.187083,13.789067,1438.0,2016/08/03,13:23:35
111,46.186983,13.789733,1433.0,2016/08/03,13:23:39
112,46.186683,13.790150,1428.0,2016/08/03,13:23:43
113,46.186250,13.790183,1424.0,2016/08/03,13:23:47
114,46.185767,13.790033,1420.0,2016/08/03,13:23:51
115,46.185433,13.789583,1416.0,2016/08/03,13:23:55
116,46.185267,13.788933,1412.0,2016/08/03,13:23:59
117,46.185067,13.788300,1409.0,2016/08/03,13:24:03
118,46.184850,13.787683,1405.0,2016/08/03,13:24:07
119,46.184650,13.787050,1401.0,2016/08/03,13:24:11
120,46.184500,13.786350,1397.0,2016/08/03,13:24:15
121,46.184333,13.785617,1392.0,2016/08/03,13:24:19
122,46.184117,13.784917,1389.0,2016/08/03,13:24:23
123,46.183900,13.784217,1385.0,2016/08/03,13:24:27
124,46.183717,13.783500,1380.0,2016/08/03,13:24:31
125,46.183567,13.782767,1375.0,2016/08/03,13:24:35
126,46.183400,13.782067,1371.0,2016/08/03,13:24:39
127,46.183317,13.781217,1367.0,2016/08/03,13:24:43
128,46.183083,13.780500,1363.0,2016/08/03,13:24:47
129,46.182767,13.779933,1359.0,2016/08/03,13:24:52
130,46.182433,13.779433,1356.0,2016/08/03,13:24:56
131,46.182083,13.778950,1352.0,2016/08/03,13:25:00
132,46.181733,13.778483,1349.0,2016/08/03,13:25:04
133,46.181383,13.778083,1347.0,2016/08/03,13:25:08
134,46.180967,13.778117,1345.0,2016/08/03,13:25:12
135,46.180600,13.778450,1342.0,2016/08/03,13:25:16
136,46.180267,13.778833,1338.0,2016/08/03,13:25:20
137,46.179883,13.778983,1333.0,2016/08/03,13:25:24
138,46.179483,13.778650,1327.0,2016/08/03,13:25:28
139,46.179200,13.778017,1321.0,2016/08/03,13:25:32
140,46.178933,13.777267,1314.0,2016/08/03,13:25:36
141,46.178583,13.776717,1308.0,2016/08/03,13:25:40
142,46.178267,13.776917,1302.0,2016/08/03,13:25:44
143,46.178633,13.777550,1294.0,2016/08/03,13:25:48
144,46.179217,13.777483,1289.0,2016/08/03,13:25:52
145,46.179850,13.777350,1284.0,2016/08/03,13:25:56
146,46.180233,13.777833,1279.0,2016/08/03,13:26:00
147,46.180083,13.778483,1274.0,2016/08/03,13:26:04
148,46.179783,13.778933,1270.0,2016/08/03,13:26:08
149,46.179317,13.779050,1267.0,2016/08/03,13:26:12
150,46.179200,13.778450,1266.0,2016/08/03,13:26:16
151,46.179600,13.778633,1267.0,2016/08/03,13:26:20
152,46.179350,13.778300,1268.0,2016/08/03,13:26:24
153,46.179700,13.777600,1272.0,2016/08/03,13:26:28
154,46.180217,13.777767,1276.0,2016/08/03,13:26:32
155,46.180200,13.778333,1282.0,2016/08/03,13:26:36
156,46.179767,13.778350,1290.0,2016/08/03,13:26:40
157,46.179333,13.778017,1299.0,2016/08/03,13:26:44
158,46.179217,13.777350,1307.0,2016/08/03,13:26:48
159,46.179467,13.776700,1315.0,2016/08/03,13:26:52
160,46.179917,13.776167,1321.0,2016/08/03,13:26:56
161,46.180500,13.776150,1327.0,2016/08/03,13:27:00
162,46.180800,13.776900,1332.0,2016/08/03,13:27:04
163,46.180700,13.777633,1338.0,2016/08/03,13:27:08
164,46.180333,13.777467,1344.0,2016/08/03,13:27:12
165,46.180333,13.776833,1349.0,2016/08/03,13:27:16
166,46.180900,13.776633,1356.0,2016/08/03,13:27:20
167,46.181333,13.777150,1362.0,2016/08/03,13:27:24
168,46.181117,13.777667,1368.0,2016/08/03,13:27:28
169,46.181067,13.777183,1374.0,2016/08/03,13:27:32
170,46.181650,13.777067,1379.0,2016/08/03,13:27:36
171,46.181783,13.777617,1385.0,2016/08/03,13:27:40
172,46.181667,13.777367,1391.0,2016/08/03,13:27:44
173,46.182300,13.777317,1396.0,2016/08/03,13:27:48
174,46.182817,13.777683,1402.0,2016/08/03,13:27:52
175,46.183100,13.778417,1406.0,2016/08/03,13:27:56
176,46.183183,13.779183,1409.0,2016/08/03,13:28:00
177,46.183400,13.779900,1410.0,2016/08/03,13:28:04
178,46.183633,13.780550,1410.0,2016/08/03,13:28:08
179,46.183417,13.781067,1408.0,2016/08/03,13:28:12
180,46.182983,13.780833,1405.0,2016/08/03,13:28:16
